Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Josh Taylor (16631502),Josh Taylor,16631502,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,1.34
RP,Phillips Valdez (16631503),Phillips Valdez,16631503,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,3.29
RP,Eduard Bazardo (16631504),Eduard Bazardo,16631504,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
RP,Ryan Brasier (16631505),Ryan Brasier,16631505,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,3.09
RP,Austin Brice (16631506),Austin Brice,16631506,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,2.53
RP,Colten Brewer (16631507),Colten Brewer,16631507,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,4.38
RP,John Schreiber (16631508),John Schreiber,16631508,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,1.79
1B,Josh Ockimey (16631509),Josh Ockimey,16631509,1B,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
2B,Nick Yorke (16631510),Nick Yorke,16631510,2B,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
SS,Jeter Downs (16631511),Jeter Downs,16631511,SS,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
SS,Yairo Munoz (16631512),Yairo Munoz,16631512,SS,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,7.67
C,Jett Bandy (16631513),Jett Bandy,16631513,C,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
OF,Jarren Duran (16631514),Jarren Duran,16631514,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
OF,Michael Gettys (16631515),Michael Gettys,16631515,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
OF,Cesar Puello (16631516),Cesar Puello,16631516,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,3
SP,Stephen Gonsalves (16631517),Stephen Gonsalves,16631517,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
SP,Kyle Hart (16631518),Kyle Hart,16631518,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,-1.91
SP,Thad Ward (16631519),Thad Ward,16631519,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
RP,Ryan Weber (16631520),Ryan Weber,16631520,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,4.48
RP,Durbin Feltman (16631521),Durbin Feltman,16631521,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
RP,Kevin McCarthy (16631522),Kevin McCarthy,16631522,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0.74
OF,Gilberto Jimenez (16631523),Gilberto Jimenez,16631523,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
RP,Caleb Simpson (16631524),Caleb Simpson,16631524,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
RP,Zac Grotz (16631525),Zac Grotz,16631525,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,-3.02
RP,Matt Hall (16631526),Matt Hall,16631526,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,-3.82
SP,Daniel Gossett (16631527),Daniel Gossett,16631527,P,4500,BOS@MIN 03/11/2021 01:05PM ET,BOS,0
1B,Miguel Sano (16631528),Miguel Sano,16631528,1B,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,6.98
2B,Luis Arraez (16631529),Luis Arraez,16631529,2B,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,6
2B,Travis Blankenhorn (16631530),Travis Blankenhorn,16631530,2B,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,7
3B,Josh Donaldson (16631531),Josh Donaldson,16631531,3B,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,6.79
SS,Andrelton Simmons (16631532),Andrelton Simmons,16631532,SS,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,6.83
SS,Nick Gordon (16631533),Nick Gordon,16631533,SS,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
C,Ryan Jeffers (16631534),Ryan Jeffers,16631534,C,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,3.71
C,Mitch Garver (16631535),Mitch Garver,16631535,C,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,3.92
C,Ben Rortvedt (16631536),Ben Rortvedt,16631536,C,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
OF,Gilberto Celestino (16631537),Gilberto Celestino,16631537,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
OF,Jake Cave (16631538),Jake Cave,16631538,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,4.72
OF,Byron Buxton (16631539),Byron Buxton,16631539,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,7.61
OF,Max Kepler (16631540),Max Kepler,16631540,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,7.38
OF,Brent Rooker (16631541),Brent Rooker,16631541,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,7.29
OF,Kyle Garlick (16631542),Kyle Garlick,16631542,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,1.58
OF,Alex Kirilloff (16631543),Alex Kirilloff,16631543,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,3
OF,Nelson Cruz (16631544),Nelson Cruz,16631544,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,9.09
3B/C,Willians Astudillo (16631545),Willians Astudillo,16631545,C/3B,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,3.89
3B/SS,Jorge Polanco (16631547),Jorge Polanco,16631547,3B/SS,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,5.98
SP,Shaun Anderson (16631549),Shaun Anderson,16631549,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,2.52
SP,Michael Pineda (16631550),Michael Pineda,16631550,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,15.64
SP,Kenta Maeda (16631551),Kenta Maeda,16631551,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,23.52
SP,Edwar Colina (16631552),Edwar Colina,16631552,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,-8.85
SP,Jose Berrios (16631553),Jose Berrios,16631553,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,15.77
SP,Jhoan Duran (16631554),Jhoan Duran,16631554,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
SP,Dakota Chalmers (16631555),Dakota Chalmers,16631555,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
SP,Bailey Ober (16631556),Bailey Ober,16631556,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
SP,Jordan Balazovic (16631557),Jordan Balazovic,16631557,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
SP,Matt Shoemaker (16631558),Matt Shoemaker,16631558,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,11.06
SP,J.A. Happ (16631559),J.A. Happ,16631559,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,13.04
RP,Caleb Thielbar (16631560),Caleb Thielbar,16631560,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,4.08
RP,Tyler Duffey (16631561),Tyler Duffey,16631561,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,4.25
RP,Taylor Rogers (16631562),Taylor Rogers,16631562,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,2.82
RP,Cody Stashak (16631563),Cody Stashak,16631563,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,4.77
RP,Alex Colome (16631564),Alex Colome,16631564,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,3.43
RP,Jorge Alcala (16631565),Jorge Alcala,16631565,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,5.29
RP,Lewis Thorpe (16631566),Lewis Thorpe,16631566,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,2.05
RP,Devin Smeltzer (16631567),Devin Smeltzer,16631567,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,5
RP,Hansel Robles (16631568),Hansel Robles,16631568,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,1.19
RP,Randy Dobnak (16631569),Randy Dobnak,16631569,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,10.08
1B,Aaron Sabato (16631570),Aaron Sabato,16631570,1B,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
3B,Jose Miranda (16631571),Jose Miranda,16631571,3B,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
SS,Andrew Romine (16631572),Andrew Romine,16631572,SS,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,3.5
C,Caleb Hamilton (16631573),Caleb Hamilton,16631573,C,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
C,Tomas Telis (16631574),Tomas Telis,16631574,C,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
OF,Keon Broxton (16631575),Keon Broxton,16631575,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
OF,Rob Refsnyder (16631576),Rob Refsnyder,16631576,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,2.4
2B/3B,Drew Maggi (16631577),Drew Maggi,16631577,2B/3B,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
2B/SS,Tzu-Wei Lin (16631579),Tzu-Wei Lin,16631579,2B/SS,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,1.54
2B/SS,JT Riddle (16631581),JT Riddle,16631581,2B/SS,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,2.68
RP,Glenn Sparkman (16631583),Glenn Sparkman,16631583,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0.81
RP,Luke Farrell (16631584),Luke Farrell,16631584,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,2.85
RP,Brandon Waddell (16631585),Brandon Waddell,16631585,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,3.55
1B,Zander Wiel (16631586),Zander Wiel,16631586,1B,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
OF,Trevor Larnach (16631587),Trevor Larnach,16631587,OF,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
SP,Matt Canterino (16631588),Matt Canterino,16631588,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
RP,Ian Gibaut (16631589),Ian Gibaut,16631589,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,1.80
RP,Chandler Shepherd (16631590),Chandler Shepherd,16631590,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
RP,Ian Hamilton (16631591),Ian Hamilton,16631591,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,1.9
RP,Danny Coulombe (16631592),Danny Coulombe,16631592,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,4.5
RP,Andrew Vasquez (16631593),Andrew Vasquez,16631593,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
RP,Juan Minaya (16631594),Juan Minaya,16631594,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
RP,Andrew Albers (16631595),Andrew Albers,16631595,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
RP,Derek Law (16631596),Derek Law,16631596,P,4500,BOS@MIN 03/11/2021 01:05PM ET,MIN,0
